task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,74.31562885497314,8.41136177586292,8.41136177586292
object_detection,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,36.261445773763214,11.185026322782075,11.185026322782075
question_answering,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,35.704348183424635,3.1069570092789904,3.1069570092789904
speech_recognition,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,579.1944747255469,18.94611065876354,18.94611065876354
