task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.00969437288532,73.00969437288532,73.00969437288532,73.00969437288532,73.00969437288532,73.00969437288532,8.352249301113087,8.352249301113087
object_detection,32.96774443306676,32.96774443306676,32.96774443306676,32.96774443306676,32.96774443306676,32.96774443306676,10.447644625455776,10.447644625455776
question_answering,34.60132532321567,34.60132532321567,34.60132532321567,34.60132532321567,34.60132532321567,34.60132532321567,3.1418544519380793,3.1418544519380793
speech_recognition,572.7975982191947,572.7975982191947,572.7975982191947,572.7975982191947,572.7975982191947,572.7975982191947,18.760063813065024,18.760063813065024
