task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,74.73750644545747,31.059103641456584,8.47784500227292,8.47784500227292,8.47784500227292
object_detection,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,36.12248625510587,25.40022516183507,11.684019355267706,11.684019355267706,11.684019355267706
question_answering,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,35.415465887507125,18.520457516339867,3.1212537247753964,3.1212537247753964,3.1212537247753964
speech_recognition,576.391568956968,576.391568956968,576.391568956968,576.391568956968,576.391568956968,576.391568956968,576.391568956968,576.391568956968,576.391568956968,576.391568956968,576.391568956968,296.6369824016563,19.407740899837513,19.407740899837513,19.407740899837513
