task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.73203324808185,32.60295236624209,32.60295236624209,32.60295236624209,32.60295236624209,8.366760891746264,8.366760891746264,8.366760891746264
object_detection,32.27528326745718,21.387626667504623,21.387626667504623,21.387626667504623,21.387626667504623,10.694781607147974,10.694781607147974,10.694781607147974
question_answering,33.16696296296296,16.405363822439558,16.405363822439558,16.405363822439558,16.405363822439558,3.178052341895671,3.178052341895671,3.178052341895671
speech_recognition,565.8112809692215,232.53783407335723,232.53783407335723,232.53783407335723,232.53783407335723,18.83242423172097,18.83242423172097,18.83242423172097
