task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,77.62220740074774,77.62220740074774,77.62220740074774,77.62220740074774,77.62220740074774,77.62220740074774,32.60369355408286,32.60369355408286,32.60369355408286,32.60369355408286,8.434010119160286
object_detection,34.49923436304551,34.49923436304551,34.49923436304551,34.49923436304551,34.49923436304551,34.49923436304551,20.817048838796648,20.817048838796648,20.817048838796648,20.817048838796648,10.82033152033152
question_answering,35.7845553613035,35.7845553613035,35.7845553613035,35.7845553613035,35.7845553613035,35.7845553613035,16.769941364992906,16.769941364992906,16.769941364992906,16.769941364992906,3.1881027018958052
speech_recognition,596.741541393663,596.741541393663,596.741541393663,596.741541393663,596.741541393663,596.741541393663,226.36064408128337,226.36064408128337,226.36064408128337,226.36064408128337,19.036163594470047
