task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,74.53757817844215,8.400318630245676,8.400318630245676,8.400318630245676
object_detection,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,35.558582309867845,11.407614897180114,11.407614897180114,11.407614897180114
question_answering,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,35.21349761696946,3.1090966955749564,3.1090966955749564,3.1090966955749564
speech_recognition,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,576.6239830680529,19.062333990189824,19.062333990189824,19.062333990189824
