task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.0798824353524,73.0798824353524,73.0798824353524,73.0798824353524,73.0798824353524,30.28885841182865,8.051080521034859
object_detection,32.1966590198786,32.1966590198786,32.1966590198786,32.1966590198786,32.1966590198786,17.45306776745786,10.055757025065367
question_answering,35.186613343549354,35.186613343549354,35.186613343549354,35.186613343549354,35.186613343549354,15.684894007817018,3.066075641621444
speech_recognition,575.5332113090531,575.5332113090531,575.5332113090531,575.5332113090531,575.5332113090531,218.43054380233852,18.79166881434042
