task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.88940568151017,73.88940568151017,73.88940568151017,73.88940568151017,73.88940568151017,73.88940568151017,73.88940568151017,73.88940568151017,73.88940568151017,32.42406149211412,8.172562161115291,8.172562161115291
object_detection,34.107059949535866,34.107059949535866,34.107059949535866,34.107059949535866,34.107059949535866,34.107059949535866,34.107059949535866,34.107059949535866,34.107059949535866,21.585884485884485,10.888004703629704,10.888004703629704
question_answering,34.55999309039008,34.55999309039008,34.55999309039008,34.55999309039008,34.55999309039008,34.55999309039008,34.55999309039008,34.55999309039008,34.55999309039008,15.459107744107744,3.142674135282589,3.142674135282589
speech_recognition,572.626543122469,572.626543122469,572.626543122469,572.626543122469,572.626543122469,572.626543122469,572.626543122469,572.626543122469,572.626543122469,211.55083612040136,18.535022688348608,18.535022688348608
