task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,74.59533413955826,36.06493894993895,36.06493894993895,8.069472374557764
object_detection,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,35.6120786423745,22.739747447892608,22.739747447892608,10.98935138953033
question_answering,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,35.1932147810194,16.46498719482272,16.46498719482272,3.144790699888151
speech_recognition,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,575.6808941349416,229.50288716652375,229.50288716652375,18.5762656641604
