task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.02335424766568,74.02335424766568,74.02335424766568,74.02335424766568,74.02335424766568,74.02335424766568,31.38506409528327,31.38506409528327,31.38506409528327,31.38506409528327,8.1470293435391,8.1470293435391
object_detection,34.04694561401218,34.04694561401218,34.04694561401218,34.04694561401218,34.04694561401218,34.04694561401218,21.774024631165936,21.774024631165936,21.774024631165936,21.774024631165936,10.574531249795957,10.574531249795957
question_answering,35.14144890684365,35.14144890684365,35.14144890684365,35.14144890684365,35.14144890684365,35.14144890684365,17.496912648496554,17.496912648496554,17.496912648496554,17.496912648496554,3.1399806038736244,3.1399806038736244
speech_recognition,573.7122103461268,573.7122103461268,573.7122103461268,573.7122103461268,573.7122103461268,573.7122103461268,195.89026454145906,195.89026454145906,195.89026454145906,195.89026454145906,18.686760387299834,18.686760387299834
