task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1
image_classification,70.48793972543972,24.174323749566717,8.030677703739473
object_detection,30.747465679965682,17.831627935427544,9.890866046527849
question_answering,33.33962295768747,14.405587788669147,3.077733972868792
speech_recognition,565.3845383759733,195.41142056257803,19.045487058567637
