task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.20365441065856,73.20365441065856,73.20365441065856,73.20365441065856,73.20365441065856,8.460182407383334,8.460182407383334,8.460182407383334
object_detection,32.36324351382102,32.36324351382102,32.36324351382102,32.36324351382102,32.36324351382102,10.86587604397539,10.86587604397539,10.86587604397539
question_answering,34.76091039624837,34.76091039624837,34.76091039624837,34.76091039624837,34.76091039624837,3.171739828787827,3.171739828787827,3.171739828787827
speech_recognition,573.1213890746934,573.1213890746934,573.1213890746934,573.1213890746934,573.1213890746934,18.732312873806002,18.732312873806002,18.732312873806002
