task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.09004064622505,73.09004064622505,73.09004064622505,73.09004064622505,73.09004064622505,25.131509204336623,8.34733864831388,8.34733864831388,8.34733864831388
object_detection,32.99324928603052,32.99324928603052,32.99324928603052,32.99324928603052,32.99324928603052,20.69307663097137,10.765971564059601,10.765971564059601,10.765971564059601
question_answering,34.87157520163275,34.87157520163275,34.87157520163275,34.87157520163275,34.87157520163275,17.519070074662178,3.1783682340095867,3.1783682340095867,3.1783682340095867
speech_recognition,573.7949982173911,573.7949982173911,573.7949982173911,573.7949982173911,573.7949982173911,195.61074323800668,18.726767748807703,18.726767748807703,18.726767748807703
