task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.92187715665976,30.389245667047636,30.389245667047636,30.389245667047636,30.389245667047636,8.26191643639012,8.26191643639012
object_detection,31.70140170940171,19.97614214000018,19.97614214000018,19.97614214000018,19.97614214000018,10.515225663910652,10.515225663910652
question_answering,32.928662751957354,16.37453473022085,16.37453473022085,16.37453473022085,16.37453473022085,3.1277144595813513,3.1277144595813513
speech_recognition,564.7639101639102,224.30340296485684,224.30340296485684,224.30340296485684,224.30340296485684,18.521655142857643,18.521655142857643
