task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.44145827062383,74.44145827062383,74.44145827062383,74.44145827062383,74.44145827062383,74.44145827062383,74.44145827062383,74.44145827062383,74.44145827062383,24.75435111786505,24.75435111786505,8.568332073534119,8.568332073534119,8.568332073534119
object_detection,35.37869137054896,35.37869137054896,35.37869137054896,35.37869137054896,35.37869137054896,35.37869137054896,35.37869137054896,35.37869137054896,35.37869137054896,22.49857243239852,22.49857243239852,11.498889155464038,11.498889155464038,11.498889155464038
question_answering,34.925316321122395,34.925316321122395,34.925316321122395,34.925316321122395,34.925316321122395,34.925316321122395,34.925316321122395,34.925316321122395,34.925316321122395,17.078948221712928,17.078948221712928,3.1610977755188285,3.1610977755188285,3.1610977755188285
speech_recognition,574.1848177049415,574.1848177049415,574.1848177049415,574.1848177049415,574.1848177049415,574.1848177049415,574.1848177049415,574.1848177049415,574.1848177049415,212.23793977714868,212.23793977714868,19.03030332826564,19.03030332826564,19.03030332826564
