task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.92303684455439,73.92303684455439,73.92303684455439,73.92303684455439,73.92303684455439,73.92303684455439,73.92303684455439,35.06737800414688,35.06737800414688,8.224334039690111,8.224334039690111,8.224334039690111
object_detection,34.89250664073751,34.89250664073751,34.89250664073751,34.89250664073751,34.89250664073751,34.89250664073751,34.89250664073751,21.75451200949588,21.75451200949588,11.414531200410693,11.414531200410693,11.414531200410693
question_answering,34.92022042023191,34.92022042023191,34.92022042023191,34.92022042023191,34.92022042023191,34.92022042023191,34.92022042023191,17.295745831420888,17.295745831420888,3.2029055487548668,3.2029055487548668,3.2029055487548668
speech_recognition,574.1409566490072,574.1409566490072,574.1409566490072,574.1409566490072,574.1409566490072,574.1409566490072,574.1409566490072,195.02078286048743,195.02078286048743,18.97619790852543,18.97619790852543,18.97619790852543
