task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.79902378033566,73.79902378033566,73.79902378033566,73.79902378033566,73.79902378033566,73.79902378033566,73.79902378033566,73.79902378033566,34.60752134065379,34.60752134065379,34.60752134065379,34.60752134065379,8.102053140096618
object_detection,34.76521553101312,34.76521553101312,34.76521553101312,34.76521553101312,34.76521553101312,34.76521553101312,34.76521553101312,34.76521553101312,25.00940316404255,25.00940316404255,25.00940316404255,25.00940316404255,10.61757533931447
question_answering,35.02148726614579,35.02148726614579,35.02148726614579,35.02148726614579,35.02148726614579,35.02148726614579,35.02148726614579,35.02148726614579,16.3463670913253,16.3463670913253,16.3463670913253,16.3463670913253,3.0674242424242424
speech_recognition,575.4029333731713,575.4029333731713,575.4029333731713,575.4029333731713,575.4029333731713,575.4029333731713,575.4029333731713,575.4029333731713,240.72789878802396,240.72789878802396,240.72789878802396,240.72789878802396,18.873574660633484
