task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,75.90100950552286,75.90100950552286,75.90100950552286,75.90100950552286,75.90100950552286,75.90100950552286,75.90100950552286,75.90100950552286,30.14714533896616,30.14714533896616,30.14714533896616,30.14714533896616,8.537816817304229,8.537816817304229,8.537816817304229
object_detection,35.66577033540075,35.66577033540075,35.66577033540075,35.66577033540075,35.66577033540075,35.66577033540075,35.66577033540075,35.66577033540075,26.072501781907384,26.072501781907384,26.072501781907384,26.072501781907384,11.968321111006869,11.968321111006869,11.968321111006869
question_answering,35.76416866133299,35.76416866133299,35.76416866133299,35.76416866133299,35.76416866133299,35.76416866133299,35.76416866133299,35.76416866133299,16.277708382163894,16.277708382163894,16.277708382163894,16.277708382163894,3.1781579535812945,3.1781579535812945,3.1781579535812945
speech_recognition,578.8554583583986,578.8554583583986,578.8554583583986,578.8554583583986,578.8554583583986,578.8554583583986,578.8554583583986,578.8554583583986,220.90018271924154,220.90018271924154,220.90018271924154,220.90018271924154,19.52658136951615,19.52658136951615,19.52658136951615
