task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.56020022006979,72.56020022006979,72.56020022006979,30.96024155470185,30.96024155470185,30.96024155470185,8.212787800838825,8.212787800838825
object_detection,31.514088878872634,31.514088878872634,31.514088878872634,21.348991585850964,21.348991585850964,21.348991585850964,10.478512976294203,10.478512976294203
question_answering,34.58860767265939,34.58860767265939,34.58860767265939,15.632934457121035,15.632934457121035,15.632934457121035,3.1810863445413515,3.1810863445413515
speech_recognition,573.3211333835246,573.3211333835246,573.3211333835246,229.45835313342917,229.45835313342917,229.45835313342917,18.613678655221207,18.613678655221207
