task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.77680153528723,72.77680153528723,72.77680153528723,72.77680153528723,72.77680153528723,72.77680153528723,72.77680153528723,8.359147802116818,8.359147802116818
object_detection,32.569885282937946,32.569885282937946,32.569885282937946,32.569885282937946,32.569885282937946,32.569885282937946,32.569885282937946,10.318321368889677,10.318321368889677
question_answering,34.81169343073931,34.81169343073931,34.81169343073931,34.81169343073931,34.81169343073931,34.81169343073931,34.81169343073931,3.15285344425842,3.15285344425842
speech_recognition,573.7924021348597,573.7924021348597,573.7924021348597,573.7924021348597,573.7924021348597,573.7924021348597,573.7924021348597,18.65154772972781,18.65154772972781
