task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.4921363584081,71.4921363584081,31.828261755204572,31.828261755204572,31.828261755204572,8.23341457335324,8.23341457335324
object_detection,31.158380417891287,31.158380417891287,19.513214393927644,19.513214393927644,19.513214393927644,10.4785443430136,10.4785443430136
question_answering,32.8094782994783,32.8094782994783,17.30696940854985,17.30696940854985,17.30696940854985,3.1603294695682917,3.1603294695682917
speech_recognition,564.0425704874835,564.0425704874835,235.29241069407686,235.29241069407686,235.29241069407686,18.65130911465484,18.65130911465484
