task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.90291153748731,72.90291153748731,72.90291153748731,8.258135997879444,8.258135997879444
object_detection,30.996581650254797,30.996581650254797,30.996581650254797,10.460285592922311,10.460285592922311
question_answering,34.677742404354625,34.677742404354625,34.677742404354625,3.1440224066512776,3.1440224066512776
speech_recognition,574.0470103293896,574.0470103293896,574.0470103293896,18.59688870497694,18.59688870497694
