task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,74.31956390860027,30.270232270132237,30.270232270132237,30.270232270132237,30.270232270132237
object_detection,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,35.27746959590192,27.371778925408954,27.371778925408954,27.371778925408954,27.371778925408954
question_answering,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,35.577150443081166,14.217282997260957,14.217282997260957,14.217282997260957,14.217282997260957
speech_recognition,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,577.5317439764827,207.2012554218657,207.2012554218657,207.2012554218657,207.2012554218657
