task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,71.36792207792207,32.24644103778765,32.24644103778765,32.24644103778765,32.24644103778765,7.981456472553047
object_detection,31.200402576489534,19.538488413564995,19.538488413564995,19.538488413564995,19.538488413564995,10.170030495698295
question_answering,32.84319047619048,16.19619986416875,16.19619986416875,16.19619986416875,16.19619986416875,3.0823405130279435
speech_recognition,564.5314356368269,205.3956778632966,205.3956778632966,205.3956778632966,205.3956778632966,18.676295973353255
