task_type,c5.2xlarge-1,g4dn.xlarge-1
image_classification,27.511605094466937,7.980719723333509
object_detection,18.614699204179438,9.95076775976636
question_answering,14.283082223761514,3.0671462527565057
speech_recognition,204.5274305359315,19.0188414966663
