task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.33361369888605,73.33361369888605,73.33361369888605,73.33361369888605,73.33361369888605,73.33361369888605,26.670563281243865,26.670563281243865,8.2741347103861,8.2741347103861
object_detection,33.162922722481184,33.162922722481184,33.162922722481184,33.162922722481184,33.162922722481184,33.162922722481184,21.546812489332652,21.546812489332652,10.52088781655592,10.52088781655592
question_answering,34.839211377770894,34.839211377770894,34.839211377770894,34.839211377770894,34.839211377770894,34.839211377770894,16.068360318444995,16.068360318444995,3.17222707316308,3.17222707316308
speech_recognition,574.2398595844736,574.2398595844736,574.2398595844736,574.2398595844736,574.2398595844736,574.2398595844736,213.3635881790944,213.3635881790944,18.680441304523463,18.680441304523463
