task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.36670226790304,74.36670226790304,74.36670226790304,74.36670226790304,74.36670226790304,74.36670226790304,74.36670226790304,74.36670226790304,74.36670226790304,74.36670226790304,8.281289837758136,8.281289837758136
object_detection,34.3528283386333,34.3528283386333,34.3528283386333,34.3528283386333,34.3528283386333,34.3528283386333,34.3528283386333,34.3528283386333,34.3528283386333,34.3528283386333,10.713573855338561,10.713573855338561
question_answering,34.583088853932665,34.583088853932665,34.583088853932665,34.583088853932665,34.583088853932665,34.583088853932665,34.583088853932665,34.583088853932665,34.583088853932665,34.583088853932665,3.2094094702520737,3.2094094702520737
speech_recognition,573.4987411002123,573.4987411002123,573.4987411002123,573.4987411002123,573.4987411002123,573.4987411002123,573.4987411002123,573.4987411002123,573.4987411002123,573.4987411002123,18.83203442413001,18.83203442413001
