task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,96.72498003276493,96.72498003276493,96.72498003276493,96.72498003276493,96.72498003276493,96.72498003276493,96.72498003276493,96.72498003276493,96.72498003276493,96.72498003276493,30.268976428204304,30.268976428204304,30.268976428204304
object_detection,40.86638302605398,40.86638302605398,40.86638302605398,40.86638302605398,40.86638302605398,40.86638302605398,40.86638302605398,40.86638302605398,40.86638302605398,40.86638302605398,22.4049370526377,22.4049370526377,22.4049370526377
question_answering,43.52379489205848,43.52379489205848,43.52379489205848,43.52379489205848,43.52379489205848,43.52379489205848,43.52379489205848,43.52379489205848,43.52379489205848,43.52379489205848,15.5743844611832,15.5743844611832,15.5743844611832
speech_recognition,729.9994910596649,729.9994910596649,729.9994910596649,729.9994910596649,729.9994910596649,729.9994910596649,729.9994910596649,729.9994910596649,729.9994910596649,729.9994910596649,218.06956335229637,218.06956335229637,218.06956335229637
