task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,74.76137747309137,32.6393067935116,32.6393067935116,8.549405955155956,8.549405955155956
object_detection,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,36.033656183874406,24.95733706246292,24.95733706246292,11.608893757589982,11.608893757589982
question_answering,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,35.236472086018246,16.519788040906462,16.519788040906462,3.133557852965748,3.133557852965748
speech_recognition,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,577.4587730723539,263.71047482570447,263.71047482570447,19.22016210870313,19.22016210870313
