task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.95962683705412,73.95962683705412,73.95962683705412,73.95962683705412,73.95962683705412,73.95962683705412,73.95962683705412,73.95962683705412,26.32485694701212,26.32485694701212,8.376093717904062,8.376093717904062
object_detection,34.75305910802935,34.75305910802935,34.75305910802935,34.75305910802935,34.75305910802935,34.75305910802935,34.75305910802935,34.75305910802935,21.536865922952277,21.536865922952277,11.176447055197055,11.176447055197055
question_answering,34.64807345892855,34.64807345892855,34.64807345892855,34.64807345892855,34.64807345892855,34.64807345892855,34.64807345892855,34.64807345892855,17.0524636568946,17.0524636568946,3.104510981191484,3.104510981191484
speech_recognition,574.1880158910437,574.1880158910437,574.1880158910437,574.1880158910437,574.1880158910437,574.1880158910437,574.1880158910437,574.1880158910437,218.96813143639775,218.96813143639775,18.752634047553403,18.752634047553403
