task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,80.50073422698088,80.50073422698088,80.50073422698088,32.03316094819549,32.03316094819549,32.03316094819549,32.03316094819549,7.722896750945532
object_detection,33.82988382132318,33.82988382132318,33.82988382132318,19.4636068587375,19.4636068587375,19.4636068587375,19.4636068587375,10.295374149659864
question_answering,36.68482732060543,36.68482732060543,36.68482732060543,16.330031265323292,16.330031265323292,16.330031265323292,16.330031265323292,3.1010341854527903
speech_recognition,617.5339568651536,617.5339568651536,617.5339568651536,222.33287634748376,222.33287634748376,222.33287634748376,222.33287634748376,18.40453951714487
