task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1
image_classification,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,77.76042943367594,27.11378081894211
object_detection,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,36.31236247519435,21.66581818181818
question_answering,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,36.82010241633784,14.097914122914124
speech_recognition,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,601.2928173944342,185.96682615629985
