task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,73.88386807640678,35.06389697259262,8.279450418160096
object_detection,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,34.448031561681965,22.97240802675585,11.194358974358973
question_answering,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,35.16039146695438,17.23425735554768,3.1449709317281473
speech_recognition,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,575.3884327856376,193.42771894771892,19.01488994065059
