task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.16547689817473,73.16547689817473,73.16547689817473,73.16547689817473,36.373958718054,36.373958718054,36.373958718054,8.32374981724649,8.32374981724649,8.32374981724649
object_detection,33.014784491076895,33.014784491076895,33.014784491076895,33.014784491076895,22.376121731518083,22.376121731518083,22.376121731518083,10.675096560863148,10.675096560863148,10.675096560863148
question_answering,34.65713427265428,34.65713427265428,34.65713427265428,34.65713427265428,17.63314703678098,17.63314703678098,17.63314703678098,3.1603832782443004,3.1603832782443004,3.1603832782443004
speech_recognition,574.1007318915362,574.1007318915362,574.1007318915362,574.1007318915362,230.19841899099006,230.19841899099006,230.19841899099006,18.773719223812023,18.773719223812023,18.773719223812023
