task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.84960968623116,73.84960968623116,73.84960968623116,73.84960968623116,73.84960968623116,73.84960968623116,26.659661366844908,26.659661366844908,26.659661366844908,26.659661366844908,8.501318689030136,8.501318689030136,8.501318689030136
object_detection,34.517475679068596,34.517475679068596,34.517475679068596,34.517475679068596,34.517475679068596,34.517475679068596,23.145174011638183,23.145174011638183,23.145174011638183,23.145174011638183,11.354187344710585,11.354187344710585,11.354187344710585
question_answering,35.04932249667544,35.04932249667544,35.04932249667544,35.04932249667544,35.04932249667544,35.04932249667544,15.076243336365753,15.076243336365753,15.076243336365753,15.076243336365753,3.133304961275976,3.133304961275976,3.133304961275976
speech_recognition,574.3433299526412,574.3433299526412,574.3433299526412,574.3433299526412,574.3433299526412,574.3433299526412,224.36040137873533,224.36040137873533,224.36040137873533,224.36040137873533,19.172021424162985,19.172021424162985,19.172021424162985
