task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,74.4994275822998,26.86477140251053,8.436835346617956,8.436835346617956
object_detection,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,35.15812251839402,22.567212497647283,11.238839417287693,11.238839417287693
question_answering,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,35.301038765023975,17.125378664051432,3.043799973078476,3.043799973078476
speech_recognition,575.605418271568,575.605418271568,575.605418271568,575.605418271568,575.605418271568,575.605418271568,575.605418271568,575.605418271568,575.605418271568,575.605418271568,575.605418271568,250.40924148606814,18.80250813683308,18.80250813683308
