task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,30.875383123267635,30.875383123267635,30.875383123267635,30.875383123267635,7.982371958475343
object_detection,19.800242914949145,19.800242914949145,19.800242914949145,19.800242914949145,10.177634039134967
question_answering,16.116418529961955,16.116418529961955,16.116418529961955,16.116418529961955,3.049779161844983
speech_recognition,212.0300035158191,212.0300035158191,212.0300035158191,212.0300035158191,18.578594042773148
