task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.4450863797963,72.4450863797963,32.70794420596165,32.70794420596165,32.70794420596165,8.433240788690705,8.433240788690705,8.433240788690705
object_detection,31.917956616969775,31.917956616969775,21.32879368218263,21.32879368218263,21.32879368218263,10.770529597046657,10.770529597046657,10.770529597046657
question_answering,32.463474946953205,32.463474946953205,18.1340587858047,18.1340587858047,18.1340587858047,3.173364754110648,3.173364754110648,3.173364754110648
speech_recognition,563.7621924376158,563.7621924376158,200.11027530318293,200.11027530318293,200.11027530318293,18.84925139522929,18.84925139522929,18.84925139522929
