task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.08004436340514,73.08004436340514,73.08004436340514,73.08004436340514,8.4013457886511,8.4013457886511,8.4013457886511
object_detection,32.18868948472706,32.18868948472706,32.18868948472706,32.18868948472706,10.631232622074634,10.631232622074634,10.631232622074634
question_answering,34.449787683759794,34.449787683759794,34.449787683759794,34.449787683759794,3.204851315641643,3.204851315641643,3.204851315641643
speech_recognition,572.8341487625646,572.8341487625646,572.8341487625646,572.8341487625646,18.767331136635853,18.767331136635853,18.767331136635853
