task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,74.28127875494434,74.28127875494434,74.28127875494434,74.28127875494434,74.28127875494434,74.28127875494434,74.28127875494434,74.28127875494434,74.28127875494434,27.611934090353223,27.611934090353223,27.611934090353223,8.396376811594203
object_detection,34.855818553948765,34.855818553948765,34.855818553948765,34.855818553948765,34.855818553948765,34.855818553948765,34.855818553948765,34.855818553948765,34.855818553948765,22.772632470504323,22.772632470504323,22.772632470504323,11.063519548469493
question_answering,34.62815285076121,34.62815285076121,34.62815285076121,34.62815285076121,34.62815285076121,34.62815285076121,34.62815285076121,34.62815285076121,34.62815285076121,15.139193590653582,15.139193590653582,15.139193590653582,3.0742417582417585
speech_recognition,573.9418601540453,573.9418601540453,573.9418601540453,573.9418601540453,573.9418601540453,573.9418601540453,573.9418601540453,573.9418601540453,573.9418601540453,196.9869417968915,196.9869417968915,196.9869417968915,18.978762224492776
