task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.66791372856174,72.66791372856174,72.66791372856174,29.779808284266174,29.779808284266174,29.779808284266174,29.779808284266174,8.46899425242689,8.46899425242689
object_detection,31.883931207886654,31.883931207886654,31.883931207886654,20.027719596474846,20.027719596474846,20.027719596474846,20.027719596474846,10.392555643514237,10.392555643514237
question_answering,34.699243653708244,34.699243653708244,34.699243653708244,16.900293130398666,16.900293130398666,16.900293130398666,16.900293130398666,3.16875229752858,3.16875229752858
speech_recognition,573.7100608452013,573.7100608452013,573.7100608452013,229.7321315291817,229.7321315291817,229.7321315291817,229.7321315291817,18.586687436328752,18.586687436328752
