task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.12914674888331,73.12914674888331,73.12914674888331,73.12914674888331,73.12914674888331,73.12914674888331,73.12914674888331,73.12914674888331,28.439231234298752,28.439231234298752,8.099998873112463
object_detection,33.29828342633036,33.29828342633036,33.29828342633036,33.29828342633036,33.29828342633036,33.29828342633036,33.29828342633036,33.29828342633036,21.90706853769145,21.90706853769145,10.43312639580388
question_answering,34.65170608724297,34.65170608724297,34.65170608724297,34.65170608724297,34.65170608724297,34.65170608724297,34.65170608724297,34.65170608724297,16.20585233099258,16.20585233099258,3.0621245421245424
speech_recognition,572.9604144583393,572.9604144583393,572.9604144583393,572.9604144583393,572.9604144583393,572.9604144583393,572.9604144583393,572.9604144583393,214.1710992058051,214.1710992058051,18.71045438909216
