task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,75.14134174757781,35.928697110423116,35.928697110423116,8.204288499025342
object_detection,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,35.66565487686349,26.940404858299594,26.940404858299594,11.443684210526316
question_answering,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,35.43684272316553,16.761456398348813,16.761456398348813,3.019047619047619
speech_recognition,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,578.1395525919002,235.97908407382093,235.97908407382093,19.163882783882784
