task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.7712140529861,73.7712140529861,73.7712140529861,73.7712140529861,73.7712140529861,33.08612574258251,33.08612574258251,33.08612574258251,8.221602607357552,8.221602607357552,8.221602607357552
object_detection,33.081088145245424,33.081088145245424,33.081088145245424,33.081088145245424,33.081088145245424,23.34523793753736,23.34523793753736,23.34523793753736,10.952071741286654,10.952071741286654,10.952071741286654
question_answering,35.17713430016836,35.17713430016836,35.17713430016836,35.17713430016836,35.17713430016836,16.52613201740499,16.52613201740499,16.52613201740499,3.1453609145172114,3.1453609145172114,3.1453609145172114
speech_recognition,574.6090626767453,574.6090626767453,574.6090626767453,574.6090626767453,574.6090626767453,237.58053051649227,237.58053051649227,237.58053051649227,18.919400527465527,18.919400527465527,18.919400527465527
