task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.8709228522309,72.8709228522309,72.8709228522309,31.257392321101,31.257392321101,31.257392321101,31.257392321101,8.378538586141527,8.378538586141527,8.378538586141527
object_detection,31.89613148289619,31.89613148289619,31.89613148289619,22.838607815343426,22.838607815343426,22.838607815343426,22.838607815343426,11.038908643081058,11.038908643081058,11.038908643081058
question_answering,34.84423600561506,34.84423600561506,34.84423600561506,16.986339268871085,16.986339268871085,16.986339268871085,16.986339268871085,3.1258694925673103,3.1258694925673103,3.1258694925673103
speech_recognition,574.2855855245273,574.2855855245273,574.2855855245273,247.5621621045264,247.5621621045264,247.5621621045264,247.5621621045264,18.839412574016023,18.839412574016023,18.839412574016023
