task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.99779733414236,73.99779733414236,73.99779733414236,73.99779733414236,73.99779733414236,73.99779733414236,73.99779733414236,73.99779733414236,31.72249785114774,8.318885188087773,8.318885188087773
object_detection,33.78825943568366,33.78825943568366,33.78825943568366,33.78825943568366,33.78825943568366,33.78825943568366,33.78825943568366,33.78825943568366,19.746666666666666,11.220305359870014,11.220305359870014
question_answering,34.795757959962295,34.795757959962295,34.795757959962295,34.795757959962295,34.795757959962295,34.795757959962295,34.795757959962295,34.795757959962295,16.464354333097383,3.1606921985986807,3.1606921985986807
speech_recognition,573.1865344315557,573.1865344315557,573.1865344315557,573.1865344315557,573.1865344315557,573.1865344315557,573.1865344315557,573.1865344315557,185.8876926418862,18.82368040892809,18.82368040892809
