task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.24246271530328,74.24246271530328,74.24246271530328,74.24246271530328,74.24246271530328,74.24246271530328,74.24246271530328,74.24246271530328,74.24246271530328,74.24246271530328,37.987059125085445,37.987059125085445,8.48341021325766,8.48341021325766,8.48341021325766
object_detection,35.16065931069947,35.16065931069947,35.16065931069947,35.16065931069947,35.16065931069947,35.16065931069947,35.16065931069947,35.16065931069947,35.16065931069947,35.16065931069947,22.87913886766828,22.87913886766828,11.515403881750633,11.515403881750633,11.515403881750633
question_answering,35.004421542244565,35.004421542244565,35.004421542244565,35.004421542244565,35.004421542244565,35.004421542244565,35.004421542244565,35.004421542244565,35.004421542244565,35.004421542244565,16.867704598033548,16.867704598033548,3.1146083808555205,3.1146083808555205,3.1146083808555205
speech_recognition,575.1239415645415,575.1239415645415,575.1239415645415,575.1239415645415,575.1239415645415,575.1239415645415,575.1239415645415,575.1239415645415,575.1239415645415,575.1239415645415,247.5730622400475,247.5730622400475,19.414428324197203,19.414428324197203,19.414428324197203
