task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1
image_classification,72.80162625088929,72.80162625088929,72.80162625088929,72.80162625088929,72.80162625088929,72.80162625088929,72.80162625088929,8.232965732354973
object_detection,32.321278231482474,32.321278231482474,32.321278231482474,32.321278231482474,32.321278231482474,32.321278231482474,32.321278231482474,10.36607973204956
question_answering,34.833875355499195,34.833875355499195,34.833875355499195,34.833875355499195,34.833875355499195,34.833875355499195,34.833875355499195,3.110256225770758
speech_recognition,573.0815216520706,573.0815216520706,573.0815216520706,573.0815216520706,573.0815216520706,573.0815216520706,573.0815216520706,18.77791025641026
