task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,105.45437973667404,105.45437973667404,105.45437973667404,105.45437973667404,105.45437973667404,105.45437973667404,105.45437973667404,105.45437973667404,26.600572827019942,26.600572827019942,26.600572827019942
object_detection,42.0116646445725,42.0116646445725,42.0116646445725,42.0116646445725,42.0116646445725,42.0116646445725,42.0116646445725,42.0116646445725,20.092913356227534,20.092913356227534,20.092913356227534
question_answering,46.57553590947983,46.57553590947983,46.57553590947983,46.57553590947983,46.57553590947983,46.57553590947983,46.57553590947983,46.57553590947983,15.680195334972222,15.680195334972222,15.680195334972222
speech_recognition,779.6914935831712,779.6914935831712,779.6914935831712,779.6914935831712,779.6914935831712,779.6914935831712,779.6914935831712,779.6914935831712,211.83805161145474,211.83805161145474,211.83805161145474
