task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.55753244287533,74.55753244287533,74.55753244287533,74.55753244287533,74.55753244287533,74.55753244287533,74.55753244287533,74.55753244287533,74.55753244287533,74.55753244287533,29.963827057762984,8.36012737465194,8.36012737465194,8.36012737465194
object_detection,35.86296892307898,35.86296892307898,35.86296892307898,35.86296892307898,35.86296892307898,35.86296892307898,35.86296892307898,35.86296892307898,35.86296892307898,35.86296892307898,22.642203548085902,11.5504943785804,11.5504943785804,11.5504943785804
question_answering,34.69213400539575,34.69213400539575,34.69213400539575,34.69213400539575,34.69213400539575,34.69213400539575,34.69213400539575,34.69213400539575,34.69213400539575,34.69213400539575,16.324502461687818,3.1521537951237777,3.1521537951237777,3.1521537951237777
speech_recognition,574.4548532030406,574.4548532030406,574.4548532030406,574.4548532030406,574.4548532030406,574.4548532030406,574.4548532030406,574.4548532030406,574.4548532030406,574.4548532030406,196.9599619382228,19.126388104648974,19.126388104648974,19.126388104648974
