task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.92444164197693,73.92444164197693,73.92444164197693,73.92444164197693,73.92444164197693,73.92444164197693,73.92444164197693,73.92444164197693,23.255238095238095,8.18426251463383,8.18426251463383,8.18426251463383
object_detection,35.33792958291503,35.33792958291503,35.33792958291503,35.33792958291503,35.33792958291503,35.33792958291503,35.33792958291503,35.33792958291503,21.45186891539833,11.144708753654248,11.144708753654248,11.144708753654248
question_answering,34.98624668809949,34.98624668809949,34.98624668809949,34.98624668809949,34.98624668809949,34.98624668809949,34.98624668809949,34.98624668809949,16.587841942276725,3.1273604391810736,3.1273604391810736,3.1273604391810736
speech_recognition,574.6696052715859,574.6696052715859,574.6696052715859,574.6696052715859,574.6696052715859,574.6696052715859,574.6696052715859,574.6696052715859,178.16654345654348,18.854440785224792,18.854440785224792,18.854440785224792
