task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,74.63513817913216,74.63513817913216,74.63513817913216,74.63513817913216,74.63513817913216,74.63513817913216,74.63513817913216,74.63513817913216,74.63513817913216,74.63513817913216,35.70805883577207,35.70805883577207,35.70805883577207,35.70805883577207,8.347213248380971
object_detection,36.050081320276135,36.050081320276135,36.050081320276135,36.050081320276135,36.050081320276135,36.050081320276135,36.050081320276135,36.050081320276135,36.050081320276135,36.050081320276135,26.462296395108535,26.462296395108535,26.462296395108535,26.462296395108535,11.950521230612765
question_answering,34.96483938593974,34.96483938593974,34.96483938593974,34.96483938593974,34.96483938593974,34.96483938593974,34.96483938593974,34.96483938593974,34.96483938593974,34.96483938593974,16.94087676577808,16.94087676577808,16.94087676577808,16.94087676577808,3.0194570135746606
speech_recognition,573.9774317831292,573.9774317831292,573.9774317831292,573.9774317831292,573.9774317831292,573.9774317831292,573.9774317831292,573.9774317831292,573.9774317831292,573.9774317831292,225.5706161042428,225.5706161042428,225.5706161042428,225.5706161042428,19.483040752351098
