task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.9044027530316,73.9044027530316,73.9044027530316,73.9044027530316,73.9044027530316,73.9044027530316,24.811144855144853,8.318812849337043,8.318812849337043,8.318812849337043
object_detection,33.444754389393566,33.444754389393566,33.444754389393566,33.444754389393566,33.444754389393566,33.444754389393566,23.246503496503497,10.6445121596641,10.6445121596641,10.6445121596641
question_answering,35.028556438453855,35.028556438453855,35.028556438453855,35.028556438453855,35.028556438453855,35.028556438453855,17.622548850574713,3.15098620500188,3.15098620500188,3.15098620500188
speech_recognition,574.4159942260195,574.4159942260195,574.4159942260195,574.4159942260195,574.4159942260195,574.4159942260195,218.10466898082996,18.79548336724099,18.79548336724099,18.79548336724099
