task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,76.69935599619444,35.03015755371793,35.03015755371793,35.03015755371793,8.274328442978328
object_detection,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,35.85533444356332,26.167270708856915,26.167270708856915,26.167270708856915,11.367683453516698
question_answering,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,35.705643258780185,16.52542438305327,16.52542438305327,16.52542438305327,3.1616246498599443
speech_recognition,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,587.9325439073701,222.9718268286581,222.9718268286581,222.9718268286581,19.151513409961687
