task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,74.53211428965761,31.396416163327455,31.396416163327455,31.396416163327455,31.396416163327455
object_detection,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,35.55173323869086,24.128239523768734,24.128239523768734,24.128239523768734,24.128239523768734
question_answering,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,35.2168114331747,16.446469089390142,16.446469089390142,16.446469089390142,16.446469089390142
speech_recognition,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,576.4505686518817,234.04470854353477,234.04470854353477,234.04470854353477,234.04470854353477
