task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,29.35438361834083,29.35438361834083,8.256129529649641,8.256129529649641
object_detection,19.18523830386699,19.18523830386699,10.3272436372965,10.3272436372965
question_answering,17.45322230063659,17.45322230063659,3.151169777402351,3.151169777402351
speech_recognition,211.27997936142066,211.27997936142066,18.6632365485844,18.6632365485844
