task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.69210705331565,73.69210705331565,73.69210705331565,73.69210705331565,73.69210705331565,73.69210705331565,73.69210705331565,8.43962889920997,8.43962889920997,8.43962889920997
object_detection,33.54796673868769,33.54796673868769,33.54796673868769,33.54796673868769,33.54796673868769,33.54796673868769,33.54796673868769,10.746725031073773,10.746725031073773,10.746725031073773
question_answering,34.52268606239478,34.52268606239478,34.52268606239478,34.52268606239478,34.52268606239478,34.52268606239478,34.52268606239478,3.126196926051713,3.126196926051713,3.126196926051713
speech_recognition,573.3879892895427,573.3879892895427,573.3879892895427,573.3879892895427,573.3879892895427,573.3879892895427,573.3879892895427,18.750638968887777,18.750638968887777,18.750638968887777
