task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,96.85554257005754,96.85554257005754,96.85554257005754,96.85554257005754,96.85554257005754,96.85554257005754,96.85554257005754,28.656937173362195,28.656937173362195,28.656937173362195,28.656937173362195
object_detection,38.973055960443745,38.973055960443745,38.973055960443745,38.973055960443745,38.973055960443745,38.973055960443745,38.973055960443745,20.728945077425212,20.728945077425212,20.728945077425212,20.728945077425212
question_answering,43.962943036998695,43.962943036998695,43.962943036998695,43.962943036998695,43.962943036998695,43.962943036998695,43.962943036998695,16.11067708114924,16.11067708114924,16.11067708114924,16.11067708114924
speech_recognition,725.7865441050562,725.7865441050562,725.7865441050562,725.7865441050562,725.7865441050562,725.7865441050562,725.7865441050562,213.7719585171598,213.7719585171598,213.7719585171598,213.7719585171598
