task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.41555656024919,73.41555656024919,73.41555656024919,73.41555656024919,32.3570937854782,32.3570937854782,32.3570937854782,8.401337797704995,8.401337797704995
object_detection,32.74781167002334,32.74781167002334,32.74781167002334,32.74781167002334,19.917234533688195,19.917234533688195,19.917234533688195,10.227112290060806,10.227112290060806
question_answering,34.481764995522965,34.481764995522965,34.481764995522965,34.481764995522965,15.918965587413862,15.918965587413862,15.918965587413862,3.1543023869916498,3.1543023869916498
speech_recognition,572.6178066262494,572.6178066262494,572.6178066262494,572.6178066262494,218.296553887869,218.296553887869,218.296553887869,18.546949358229845,18.546949358229845
