task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,74.68069637554107,8.37102543519706,8.37102543519706,8.37102543519706
object_detection,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,35.734866603702855,11.464046742730954,11.464046742730954,11.464046742730954
question_answering,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,35.69129087022705,3.131887040834409,3.131887040834409,3.131887040834409
speech_recognition,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,577.1402663268104,19.225039353758653,19.225039353758653,19.225039353758653
