task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,74.39540854832737,8.225747234247233,8.225747234247233
object_detection,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,35.1531028517288,11.42390934990935,11.42390934990935
question_answering,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,35.55896154806952,3.1746596678358316,3.1746596678358316
speech_recognition,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,577.5609034348721,18.86263641863279,18.86263641863279
