task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13
image_classification,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521,90.04439960712521
object_detection,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306,39.0003016916306
question_answering,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513,41.60755571522513
speech_recognition,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487,683.6014082142487
