task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.4382069151208,72.4382069151208,72.4382069151208,30.475353273507345,30.475353273507345,8.222688893833466,8.222688893833466,8.222688893833466
object_detection,31.502573177753284,31.502573177753284,31.502573177753284,19.919572574286768,19.919572574286768,10.665664929422496,10.665664929422496,10.665664929422496
question_answering,34.25617087049486,34.25617087049486,34.25617087049486,16.940751811207093,16.940751811207093,3.177726048382687,3.177726048382687,3.177726048382687
speech_recognition,573.478790534747,573.478790534747,573.478790534747,232.9151229016245,232.9151229016245,18.799987235889677,18.799987235889677,18.799987235889677
