task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,34.65947394018565,34.65947394018565,34.65947394018565,34.65947394018565,8.2673347201977,8.2673347201977,8.2673347201977
object_detection,21.07394542611926,21.07394542611926,21.07394542611926,21.07394542611926,10.742643370468562,10.742643370468562,10.742643370468562
question_answering,16.283807490895743,16.283807490895743,16.283807490895743,16.283807490895743,3.154705389681064,3.154705389681064,3.154705389681064
speech_recognition,217.05837508770878,217.05837508770878,217.05837508770878,217.05837508770878,18.788403139881044,18.788403139881044,18.788403139881044
